id,originX,originY,destX,destY,lambda,Pw,Lw,ew
779,162,90,68,112,0.2,0.997629,114.288,86.775
780,114,143,79,85,0.2,0.988239,91.4937,62.3455
781,40,125,62,70,0.2,0.957851,75.4306,65.3365
782,73,74,89,80,0.2,0.9828,22.23,15.7791
783,47,92,120,113,0.2,0.989134,92.5001,75.806
784,19,152,98,72,0.2,0.999997,154.562,119.657
785,124,113,107,71,0.2,0.961451,57.9107,50.4897
786,67,80,100,92,0.2,0.993963,45.006,28.6806
787,50,147,62,87,0.2,0.893595,70.7311,56.491
788,150,119,100,111,0.2,0.99583,57.3409,50.991
789,117,165,67,85,0.2,0.996643,127.782,99.9725
790,132,31,87,107,0.2,0.998764,118.229,95.704
791,56,129,80,77,0.2,0.951729,74.7023,60.7728
792,75,103,79,79,0.2,0.849521,28.1971,17.3861
793,106,119,81,116,0.2,0.858374,27.8613,17.731
794,69,95,116,111,0.2,0.991873,62.6822,46.8094
795,128,20,90,82,0.2,0.998681,98.4785,81.2714
796,144,76,62,72,0.2,0.843544,84.5987,55.1224
797,140,102,91,86,0.2,0.998973,63.4381,48.209
798,113,94,119,78,0.2,0.688253,22.566,11.5159
799,110,140,104,113,0.2,0.976198,32.6669,29.1615
800,99,144,110,91,0.2,0.897051,62.4497,47.7354
801,51,124,91,66,0.2,0.998667,96.9324,69.3952
802,87,154,85,89,0.2,0.957605,65.4051,57.2537
803,64,108,116,100,0.2,0.973167,59.6765,35.8801
804,103,170,74,76,0.2,0.992675,120.788,80.8137
805,134,156,63,104,0.2,0.999764,121.28,85.1817
806,164,131,118,61,0.2,0.981253,112.687,89.1993
807,14,122,98,105,0.2,0.999871,97.6772,88.9774
808,26,81,106,85,0.2,0.999741,82.2974,70.5809
809,40,107,96,71,0.2,0.987002,90.4623,70.5318
810,142,96,103,106,0.2,0.935348,47.9281,34.7871
811,162,0,82,115,0.2,0.999404,190.076,151.338
812,153,89,106,70,0.2,0.90062,64.2822,46.0947
813,148,23,112,111,0.2,0.999892,120.186,103.677
814,9,154,62,114,0.2,0.999872,90.3429,86.3586
815,73,110,77,78,0.2,0.898273,35.6775,28.1206
816,38,45,95,112,0.2,0.999212,121.176,101.935
817,132,154,116,118,0.2,0.9991,50.5234,48.3253
818,6,72,111,93,0.2,0.999997,122.256,105.426
819,88,38,106,115,0.2,0.997688,93.4911,80.1935
820,74,169,110,119,0.2,0.999569,84.08,67.1513
821,70,74,108,108,0.2,0.999961,70.7527,46.623
822,155,111,95,116,0.2,0.988429,63.2758,53.7962
823,57,56,117,93,0.2,0.999486,94.9627,76.9472
824,114,153,75,113,0.2,0.968704,77.913,65.6851
825,45,28,75,116,0.2,0.999993,115.736,108.881
826,16,75,86,70,0.2,0.967955,73.7508,56.0086
827,58,3,89,94,0.2,0.999984,119.56,106.749
828,64,29,64,70,0.2,0.992822,40.731,38.4118
829,80,169,89,71,0.2,0.99932,104.845,85.1817
830,133,175,62,66,0.2,0.999329,174.689,126.94
831,104,155,91,71,0.2,0.995673,96.4809,73.5565
832,19,26,92,107,0.2,0.999999,151.221,131.175
833,37,117,104,103,0.2,0.970462,79.5161,66.0008
834,133,80,82,88,0.2,0.944747,57.9227,38.1138
835,69,134,103,117,0.2,0.827786,50.9742,32.8661
836,154,47,74,92,0.2,0.999998,121.243,93.3613
837,22,28,86,86,0.2,0.999999,119.242,110.784
838,29,177,64,69,0.2,0.910775,141.637,101.835
839,10,38,86,95,0.2,0.99994,131.479,111.096
840,45,18,104,105,0.2,0.999997,143.215,115.76
841,141,118,113,65,0.2,0.991018,78.9152,64.0339
842,30,135,81,85,0.2,0.828489,98.1232,75.2041
843,149,113,61,119,0.2,0.903163,91.8897,60.3142
844,69,81,69,100,0.2,0.953964,19.0215,14.6919
845,137,77,72,105,0.2,0.975458,91.6242,63.2099
846,98,164,77,68,0.2,0.996485,115.307,104.085
847,129,168,109,97,0.2,0.998297,88.6705,78.1898
848,24,22,106,71,0.2,0.999999,128.439,117.309
849,9,124,63,73,0.2,0.987822,102.22,87.9162
850,160,142,115,77,0.2,0.9997,108.309,93.3611
851,90,70,100,96,0.2,0.979694,35.7788,28.1246
852,172,63,108,65,0.2,0.994551,64.7649,60.3222
853,130,14,75,86,0.2,0.999841,124.452,109.211
854,25,133,91,85,0.2,0.999389,111.858,84.6797
855,116,96,65,79,0.2,0.98234,67.2599,47.4449
856,138,40,94,93,0.2,0.992498,94.8426,82.7149
857,13,79,74,84,0.2,0.999634,64.9006,58.2619
858,65,174,73,116,0.2,0.988799,64.2212,58.1573
859,94,170,88,68,0.2,0.991095,105.713,88.2502
860,121,11,95,65,0.2,0.991213,78.4392,71.4585
861,67,90,71,118,0.2,0.882345,32.3516,22.4936
862,123,52,96,110,0.2,0.984233,83.7262,68.1892
863,148,13,97,103,0.2,0.99693,138.378,112.835
864,63,126,91,106,0.2,0.980483,47.4584,35.2083
865,117,78,113,117,0.2,0.930194,42.8417,26.2653
866,42,165,65,105,0.2,0.999206,81.5492,78.0123
867,108,100,66,109,0.2,0.887796,50.2165,32.8674
868,158,88,84,103,0.2,0.997265,86.4365,74.1343
869,21,41,72,110,0.2,0.995431,117.97,93.6959
870,70,69,75,63,0.2,0.648919,10.9676,6.36599
871,145,126,81,119,0.2,0.999623,69.3511,62.8699
872,158,15,98,117,0.2,0.999845,157.166,134.301
873,13,138,96,84,0.2,0.997713,133.879,104.869
874,171,144,97,77,0.2,0.999863,137.352,117.882
875,155,175,70,97,0.2,0.999999,160.276,120.767
876,21,47,118,115,0.2,1,160.135,123.779
877,146,133,87,81,0.2,0.999784,108.794,82.2017
878,18,95,112,69,0.2,0.99699,116.946,89.6149
879,57,1,113,92,0.2,0.999999,145.13,118.155
880,49,68,88,64,0.2,0.951136,42.5716,35.2414
881,33,64,98,61,0.2,0.98866,66.928,46.8049
882,138,60,109,62,0.2,0.995808,30.8007,28.7447
883,26,48,98,73,0.2,0.999939,95.0406,89.7064
884,37,76,90,76,0.2,0.980238,52.0136,42.931
885,0,17,115,112,0.2,1,205.482,182.982
886,165,2,106,68,0.2,1,121.514,119.508
887,132,59,94,110,0.2,0.993549,87.4253,64.3405
888,61,8,61,80,0.2,0.977016,70.7831,61.7899
889,46,16,81,67,0.2,0.999812,84.1536,79.6483
890,78,37,80,73,0.2,0.953204,38.148,30.6716
891,160,71,101,99,0.2,0.996126,85.3703,54.5372
892,164,61,86,90,0.2,0.999848,104.958,91.7676
893,90,71,107,76,0.2,0.766514,21.9453,14.6146
894,98,27,62,86,0.2,0.995896,93.3807,68.2701
895,70,84,117,84,0.2,0.960945,47.4341,37.3324
896,90,130,63,64,0.2,0.959776,92.1924,58.1495
897,106,162,111,93,0.2,0.99054,72.9749,67.2705
898,164,154,96,91,0.2,0.999989,129.804,88.4866
899,61,26,98,99,0.2,0.999918,107.745,76.5291
900,57,81,115,93,0.2,0.99974,68.9501,57.1169
901,171,144,99,79,0.2,0.999964,133.709,114.908
902,1,72,83,93,0.2,0.999793,100.663,96.3304
903,28,131,74,119,0.2,0.995034,55.6826,52.6697
904,98,14,112,79,0.2,0.999812,77.6628,71.5116
905,53,23,89,94,0.2,0.9997,105.127,84.6395
906,55,91,104,74,0.2,0.821095,63.9747,46.6095
907,149,165,92,61,0.2,0.98195,157.371,120.875
908,52,10,85,74,0.2,0.999672,94.5524,86.1801
909,15,16,106,63,0.2,1,135.62,115.561
910,147,9,82,72,0.2,0.995474,125.984,101.814
911,77,159,106,73,0.2,0.991315,113.133,91.7231
912,162,18,114,114,0.2,0.997201,140.466,113.531
913,99,98,81,70,0.2,0.985132,45.6284,33.4133
914,121,31,100,74,0.2,0.999672,62.9187,58.2293
915,159,93,74,84,0.2,0.890962,90.5741,62.1549
916,111,34,111,117,0.2,0.993437,82.722,71.0127
917,175,62,112,71,0.2,0.999917,70.6212,68.1715
918,116,51,115,114,0.2,0.980305,63.8505,53.7389
919,56,29,79,105,0.2,0.999994,96.6209,78.388
920,165,164,76,100,0.2,0.999996,149.971,117.322
921,23,69,119,103,0.2,1,127.342,106.654
922,4,82,77,101,0.2,0.994516,89.6439,79.0694
923,119,151,89,119,0.2,0.99309,61.6877,51.2814
924,56,26,70,76,0.2,0.999946,62.9183,60.0355
925,149,71,88,91,0.2,0.998703,78.8241,64.3121
926,108,44,115,63,0.2,0.995379,26.1173,21.8175
927,164,95,61,93,0.2,0.963033,101.234,76.6496
928,105,162,109,86,0.2,0.994398,79.5529,70.8889
929,94,165,78,65,0.2,0.994245,114.119,101.892
930,56,66,107,70,0.2,0.989753,54.5145,45.441
931,161,150,106,60,0.2,0.981555,141.967,107.74
932,33,22,83,83,0.2,0.999417,108.788,95.4397
933,149,38,118,114,0.2,0.997575,104.46,84.6186
934,113,17,76,118,0.2,0.999182,134.69,96.9261
935,27,108,62,113,0.2,0.977923,40.3088,34.3269
936,155,173,107,113,0.2,0.999983,105.06,94.1237
937,78,14,113,119,0.2,0.999999,137.403,102.495
938,10,147,81,60,0.2,0.993235,154.524,129.432
939,73,118,97,90,0.2,0.956782,51.5119,26.6411
940,102,29,74,97,0.2,0.997843,93.8943,66.4758
941,58,30,106,84,0.2,1,100.037,85.3453
942,94,29,110,75,0.2,0.99855,61.1841,51.1668
943,93,98,71,63,0.2,0.962293,56.2188,31.7125
944,3,10,80,91,0.2,1,153.562,143.964
945,115,17,83,84,0.2,0.998678,97.1191,87.3915
946,15,115,83,112,0.2,0.99871,69.595,64.4867
947,78,158,63,119,0.2,0.977744,53.6356,39.0235
948,101,52,64,92,0.2,0.913341,76.6986,50.1329
949,26,41,95,88,0.2,0.993261,113.53,92.251
950,32,91,95,101,0.2,0.98125,71.3623,63.216
951,79,169,90,110,0.2,0.993641,68.7918,63.034
952,12,0,96,106,0.2,0.999999,184.678,176.066
953,178,177,67,68,0.2,1,211.984,161.009
954,159,27,99,78,0.2,0.999733,108.056,94.7564
955,5,168,106,78,0.2,0.999992,185.273,159.96
956,87,127,89,115,0.2,0.949952,13.9973,12.2406
957,112,170,116,87,0.2,0.999598,85.8321,74.0513
958,116,111,100,115,0.2,0.697368,19.7572,10.7458
959,79,49,66,93,0.2,0.990297,56.5939,41.8385
960,43,166,73,88,0.2,0.999822,106.158,91.2409
961,102,6,78,94,0.2,0.999996,109.897,85.3202
962,65,98,76,66,0.2,0.896686,43.0103,23.1558
963,128,36,96,93,0.2,0.981038,86.9272,76.9338
964,135,39,69,86,0.2,0.999969,111.216,97.4935
965,21,77,109,116,0.2,0.999999,124.897,91.2017
966,45,133,89,115,0.2,0.98554,61.2618,49.3185
967,167,81,86,68,0.2,0.966797,91.8748,74.745
968,136,42,111,79,0.2,0.998282,60.1056,55.7118
969,114,93,64,70,0.2,0.874467,72.4506,44.4379
970,144,47,111,74,0.2,0.999623,59.2756,53.1407
971,21,124,92,76,0.2,0.999989,116.164,104.179
972,122,155,89,62,0.2,0.991228,123.617,91.6668
973,158,106,110,71,0.2,0.996428,80.8424,73.7712
974,179,148,89,68,0.2,0.999473,165.681,133.392
975,6,30,102,63,0.2,0.999999,126.031,113.802
976,175,115,107,120,0.2,0.986457,71.2948,58.2573
977,35,77,105,67,0.2,0.968851,78.7581,59.27
978,58,142,65,111,0.2,0.951791,38.0504,29.6132
979,51,6,97,72,0.2,0.998064,110.79,96.0949
980,102,91,116,115,0.2,0.975101,38.3322,23.324
981,100,122,100,72,0.2,0.951703,50.0146,40.9174
982,164,179,99,61,0.2,0.999895,179.172,138.986
983,97,107,64,103,0.2,0.949065,36.8597,23.4698
984,4,38,107,71,0.2,0.999957,133.081,118.392
985,13,50,109,109,0.2,1,150.216,127.276
986,70,150,96,67,0.2,0.977216,106.225,79.9214
987,106,131,85,74,0.2,0.990869,77.0074,55.0597
988,100,89,72,119,0.2,0.918101,57.3968,28.9702
989,151,45,120,98,0.2,0.99021,82.4197,69.3767
990,138,174,83,76,0.2,0.999694,151.382,113.285
991,140,176,61,62,0.2,0.999998,188.646,122.728
992,59,65,97,116,0.2,0.987269,87.7454,51.6088
993,170,116,69,91,0.2,0.999444,123.415,101.446
994,1,154,72,104,0.2,0.999998,117.381,109.292
995,122,106,112,80,0.2,0.966348,35.8202,28.8019
996,107,46,102,119,0.2,0.99371,77.0527,66.6718
997,48,28,73,109,0.2,0.999977,103.688,90.1079
998,87,140,106,118,0.2,0.984934,40.0178,32.8331
999,82,122,107,105,0.2,0.834679,41.6129,30.8728
1000,86,22,153,124,0.1,0.998758,166.157,88.0367
1001,44,85,126,134,0.1,0.99994,128.068,72.5213
1002,172,0,124,166,0.1,0.974877,209.937,159.087
1003,82,168,121,147,0.1,0.968418,59.8709,42.9034
1004,148,178,164,122,0.1,0.999941,71.5952,40.7917
1005,109,126,167,179,0.1,0.958414,109.013,57.2006
1006,0,170,125,147,0.1,0.966201,146.786,100.257
1007,108,18,162,158,0.1,0.981983,192.003,146.447
1008,156,129,126,152,0.1,0.869489,53.3662,22.0623
1009,153,58,132,127,0.1,0.912516,89.0152,61.8182
1010,121,76,176,163,0.1,0.969115,140.082,83.6671
1011,168,54,160,168,0.1,0.766493,121.872,75.8526
1012,6,27,120,177,0.1,1,254.675,145.83
1013,10,107,168,154,0.1,0.999945,201.499,148.899
1014,54,34,138,178,0.1,0.999837,221.954,116.635
1015,26,139,130,176,0.1,0.947479,140.206,76.2072
1016,3,161,125,126,0.1,0.99763,155.948,109.073
1017,58,14,157,170,0.1,0.999994,250.397,124.726
1018,84,28,123,131,0.1,0.999876,140.457,81.1875
1019,23,116,151,170,0.1,0.995894,178.722,103.804
1020,101,177,154,136,0.1,0.999324,92.9396,69.2522
1021,29,172,128,150,0.1,0.987376,120.027,91.722
1022,79,22,143,140,0.1,0.99991,178.608,92.4098
1023,67,128,120,128,0.1,0.917964,52.3962,41.5758
1024,92,43,174,174,0.1,0.996427,209.071,95.2229
1025,112,66,136,135,0.1,0.785126,92.6203,43.331
1026,167,26,143,160,0.1,0.862569,156.931,99.1546
1027,149,150,168,138,0.1,0.553986,31.1442,16.6211
1028,133,8,157,132,0.1,0.884915,146.361,96.8717
1029,149,12,152,126,0.1,0.909827,116.234,70.2931
1030,110,166,139,132,0.1,0.955256,62.8167,39.1926
1031,6,100,179,122,0.1,0.986908,194.127,119.18
1032,108,102,159,173,0.1,0.936787,120.824,67.0962
1033,88,123,172,127,0.1,0.798196,87.3726,53.2267
1034,90,27,124,129,0.1,0.999763,134.883,93.4969
1035,118,22,155,157,0.1,0.777565,170.708,102.686
1036,84,95,120,154,0.1,0.795484,94.394,37.9183
1037,143,3,144,174,0.1,0.91274,172.663,112.356
1038,103,17,143,141,0.1,0.995863,160.742,104.722
1039,63,111,152,174,0.1,0.99349,149.641,52.9253
1040,37,125,165,134,0.1,0.957789,135.969,103.589
1041,174,179,164,132,0.1,0.99994,55.0377,51.8268
1042,162,102,174,139,0.1,0.748291,48.5233,25.7569
1043,113,45,134,180,0.1,0.887284,154.118,79.6175
1044,150,73,166,177,0.1,0.663276,118.857,59.8579
1045,80,161,126,131,0.1,0.916389,75.5282,58.8365
1046,46,32,130,172,0.1,0.999999,218.057,116.468
1047,160,149,142,153,0.1,0.692173,22.0448,10.78
1048,38,26,149,177,0.1,1,257.017,154.029
1049,148,18,170,160,0.1,0.946744,163.557,116.63
1050,118,100,180,143,0.1,0.939136,103.606,39.9669
1051,2,123,145,145,0.1,0.986254,163.844,114.869
1052,24,27,154,126,0.1,1,222.26,135.084
1053,88,84,174,146,0.1,0.99661,144.592,51.3415
1054,52,124,141,153,0.1,0.894621,117.308,67.347
1055,43,18,152,167,0.1,0.999999,252.863,144.873
1056,21,106,120,143,0.1,0.999399,133.464,94.0759
1057,152,138,128,169,0.1,0.939648,56.3665,23.002
1058,85,141,164,135,0.1,0.725692,84.4083,41.4173
1059,172,62,132,143,0.1,0.899756,120.773,81.2342
1060,137,35,129,174,0.1,0.814182,145.224,95.741
1061,39,7,128,131,0.1,0.999987,208.015,140.515
1062,50,88,142,178,0.1,0.998033,176.776,76.4138
1063,19,97,123,180,0.1,0.998392,184.243,89.7503
1064,123,45,146,175,0.1,0.830878,151.017,94.1824
1065,114,163,178,169,0.1,0.791945,69.3304,32.8788
1066,102,69,139,155,0.1,0.83606,121.514,53.6003
1067,107,38,128,162,0.1,0.805622,143.647,85.0762
1068,149,173,133,176,0.1,0.90824,20.0703,11.2295
1069,106,1,172,145,0.1,0.998322,204.948,129.644
1070,17,0,160,133,0.1,1,263.178,182.818
1071,70,161,173,120,0.1,0.999679,141.802,93.6086
1072,69,109,140,126,0.1,0.985601,86.6045,36.0001
1073,128,170,143,128,0.1,0.995729,57.946,34.4767
1074,174,62,154,156,0.1,0.674578,113.412,61.6699
1075,73,112,165,133,0.1,0.967957,111.517,60.5973
1076,139,166,146,144,0.1,0.881428,29.2759,17.1638
1077,117,57,157,136,0.1,0.925536,119.694,64.4512
1078,98,138,126,140,0.1,0.93829,29.9244,25.0226
1079,76,61,153,137,0.1,0.989199,149.935,55.8439
1080,108,48,124,163,0.1,0.991139,128.523,91.8975
1081,156,102,166,124,0.1,0.878082,31.9964,22.2055
1082,105,29,158,140,0.1,0.952254,163,99.9256
1083,4,147,147,153,0.1,0.63956,147.933,84.8574
1084,35,178,139,141,0.1,0.995564,138.968,92.4098
1085,133,102,175,157,0.1,0.964887,96.1348,53.9924
1086,21,110,148,164,0.1,0.998699,177.821,93.8197
1087,170,16,123,132,0.1,0.982662,161.354,116.066
1088,34,46,174,180,0.1,1,268.142,135.345
1089,105,16,159,138,0.1,0.957162,173.908,113.835
1090,132,4,173,174,0.1,0.981073,207.706,159.065
1091,126,3,154,161,0.1,0.860529,184.286,128.26
1092,127,40,125,145,0.1,0.967098,106.695,85.2933
1093,167,130,166,120,0.1,0.913449,11.0859,9.02667
1094,108,170,155,166,0.1,0.792502,50.2237,37.6266
1095,7,129,163,161,0.1,0.997321,186.831,133.333
1096,126,173,156,133,0.1,0.996041,69.7207,54.0075
1097,135,74,175,126,0.1,0.676146,91.3169,51.0341
1098,40,36,161,168,0.1,0.999958,248.569,126.358
1099,121,12,149,171,0.1,0.937248,188.893,117.408
1100,17,31,122,165,0.1,1,230.898,133.975
1101,14,155,125,175,0.1,0.936744,130.665,52.2025
1102,0,9,160,144,0.1,1,282.363,178.363
1103,133,153,149,156,0.1,0.717103,19.1913,11.3873
1104,119,4,173,152,0.1,0.993574,199.917,151.009
1105,8,158,153,156,0.1,0.868029,147.843,95.4366
1106,160,11,144,139,0.1,0.986458,143.769,98.2561
1107,122,140,153,163,0.1,0.857285,54.5759,29.4535
1108,91,19,159,169,0.1,0.987426,214.581,125.032
1109,173,4,138,179,0.1,0.676219,208.277,104.139
1110,13,37,176,130,0.1,0.999997,245.515,135.71
1111,136,158,127,161,0.1,0.772619,12.4294,6.35888
1112,24,76,129,170,0.1,0.999993,191.92,93.935
1113,174,29,149,169,0.1,0.867793,164.026,101.446
1114,143,136,120,151,0.1,0.749087,39.5418,16.545
1115,91,168,124,146,0.1,0.951111,55.0072,38.0076
1116,74,12,136,154,0.1,0.999605,200.456,97.3802
1117,59,1,123,142,0.1,0.999995,199.878,129.056
1118,4,150,179,178,0.1,0.992005,200.224,136.282
1119,29,125,172,152,0.1,0.996423,167.848,131.74
1120,101,91,129,175,0.1,0.883629,110.518,41.7117
1121,116,139,132,121,0.1,0.937468,35.6802,17.2289
1122,73,54,174,154,0.1,0.999929,193.312,84.3826
1123,117,48,153,180,0.1,0.961164,165.985,101.632
1124,34,20,143,133,0.1,1,215.35,126.906
1125,41,70,177,177,0.1,1,239.009,120.103
1126,140,125,128,128,0.1,0.830548,15.6718,9.613
1127,114,130,150,133,0.1,0.874622,39.2175,27.5621
1128,101,159,168,164,0.1,0.78835,73.2274,37.1716
1129,128,116,143,180,0.1,0.808779,78.1355,40.7472
1130,168,46,138,171,0.1,0.887051,155.07,100.182
1131,74,153,159,134,0.1,0.987899,104.006,71.6188
1132,170,105,163,122,0.1,0.544327,24.208,9.96442
1133,123,112,155,154,0.1,0.869804,75.5212,32.7383
1134,74,43,133,135,0.1,0.999657,148.388,74.0687
1135,153,154,177,170,0.1,0.853888,39.7565,12.4475
1136,178,67,122,153,0.1,0.923938,142.587,74.8171
1137,54,9,134,172,0.1,0.999866,235.502,123.982
1138,40,12,134,178,0.1,0.999998,253.181,142.326
1139,45,79,152,166,0.1,0.99996,189.122,84.4559
1140,142,71,150,133,0.1,0.93333,70.0963,56.4602
1141,158,108,147,173,0.1,0.913971,77.6562,42.0798
1142,14,115,142,124,0.1,0.997783,134.878,112.779
1143,62,144,136,174,0.1,0.657017,105.559,44.1367
1144,44,160,130,170,0.1,0.927483,96.4315,62.5737
1145,165,116,153,147,0.1,0.740858,43.0407,21.1647
1146,142,156,129,154,0.1,0.988873,15.1945,12.5681
1147,132,168,128,158,0.1,0.929837,14.3791,11.3372
1148,112,141,153,154,0.1,0.8822,54.7505,37.3416
1149,81,142,157,164,0.1,0.878304,98.286,64.6986
1150,28,149,170,141,0.1,0.962131,148.745,85.7413
1151,95,3,159,164,0.1,0.995531,221.917,131.953
1152,11,120,180,154,0.1,0.991384,200.94,145.392
1153,1,27,135,127,0.1,1,230.213,154.462
1154,101,75,160,124,0.1,0.988797,107.194,56.0608
1155,58,81,145,138,0.1,0.999998,140.908,65.2031
1156,81,151,180,121,0.1,0.972876,127.295,78.8737
1157,139,110,147,172,0.1,0.838533,70.1373,43.8474
1158,46,19,152,141,0.1,0.999991,222.736,129.453
1159,2,16,167,148,0.1,1,288.493,178.498
1160,106,177,142,148,0.1,0.973538,64.9231,46.8791
1161,40,152,126,178,0.1,0.845653,110.834,61.0909
1162,100,27,144,159,0.1,0.985517,173.281,95.3906
1163,31,70,163,129,0.1,1,186.647,111.573
1164,22,79,124,137,0.1,0.999997,155.938,92.9951
1165,27,134,171,158,0.1,0.966493,165.888,86.8894
1166,171,154,164,131,0.1,0.995052,29.8831,24.601
1167,30,15,165,129,0.1,1,240.579,143.823
1168,99,140,147,132,0.1,0.93684,57.2331,26.7856
1169,1,32,179,130,0.1,1,266.623,145.654
1170,139,129,171,139,0.1,0.573647,41.6113,16.8164
1171,150,176,169,145,0.1,0.990365,50.3362,31.7252
1172,94,15,169,146,0.1,0.999545,202.06,103.708
1173,105,50,142,175,0.1,0.972098,161.162,99.6746
1174,126,86,162,142,0.1,0.949316,93.1687,54.3154
1175,105,33,135,163,0.1,0.96781,158.463,116.726
1176,128,91,160,156,0.1,0.837397,97.1533,54.9159
1177,86,46,122,149,0.1,0.998221,137.426,86.0364
1178,65,153,148,179,0.1,0.954155,108.338,56.7648
1179,46,178,164,176,0.1,0.858028,118.775,58.4287
1180,110,153,141,137,0.1,0.969886,46.984,27.802
1181,64,127,136,159,0.1,0.986783,103.71,73.8961
1182,48,78,120,147,0.1,0.998966,137.744,64.6621
1183,144,143,141,177,0.1,0.670375,37.8303,17.7078
1184,151,69,173,174,0.1,0.886322,128.798,73.8891
1185,163,29,137,142,0.1,0.895696,137.845,99.0311
1186,3,32,120,151,0.1,1,227.625,143.144
1187,36,14,155,125,0.1,1,225.354,145.895
1188,171,146,139,170,0.1,0.761567,58.2151,21.2138
1189,132,122,177,135,0.1,0.816763,57.8347,27.7976
1190,54,16,159,169,0.1,0.999973,254.021,132.056
1191,39,128,131,128,0.1,0.984831,91.0453,83.1714
1192,42,142,164,159,0.1,0.880676,141.589,69.3958
1193,10,56,163,149,0.1,1,239.172,142.636
1194,95,146,146,133,0.1,0.97058,64.8822,30.4253
1195,134,131,132,145,0.1,0.774345,16.4582,10.4592
1196,171,96,171,173,0.1,0.682318,76.9411,43.3012
1197,115,60,171,146,0.1,0.982371,141.854,74.8576
1198,54,118,162,174,0.1,0.981074,162.349,74.8477
1199,152,106,146,128,0.1,0.816965,29.378,15.1223
1200,141,149,123,145,0.1,0.969811,21.6829,19.3757
1201,138,23,177,135,0.1,0.966159,150.049,109.564
1202,49,65,144,130,0.1,0.999977,154.698,73.439
1203,70,153,137,132,0.1,0.918551,87.699,64.9726
1204,30,149,122,143,0.1,0.842568,96.4688,67.9166
1205,28,99,167,168,0.1,0.999488,204.41,102.986
1206,72,30,169,180,0.1,0.999911,240.43,100.972
1207,26,179,174,140,0.1,0.999364,184.448,130.092
1208,99,53,138,173,0.1,0.994985,157.441,66.7429
1209,68,55,120,148,0.1,0.9998,143.295,71.5666
1210,63,173,161,155,0.1,0.970788,116.298,68.8935
1211,144,141,124,150,0.1,0.411961,28.9299,10.5464
1212,112,14,124,159,0.1,0.972185,155.772,98.1932
1213,6,118,171,158,0.1,0.993386,204.158,125.197
1214,80,153,166,154,0.1,0.928104,87.5523,50.3325
1215,5,93,125,176,0.1,0.999986,198.149,111.241
1216,47,91,141,120,0.1,0.999583,121.217,82.0089
1217,141,113,140,159,0.1,0.786451,47.2526,32.6424
1218,162,144,132,151,0.1,0.446247,36.8804,12.77
1219,144,78,163,135,0.1,0.932525,76.7449,56.2718
1220,169,87,140,174,0.1,0.965942,115.614,77.9858
1221,91,100,148,132,0.1,0.975872,88.6001,56.5352
1222,125,47,151,132,0.1,0.913849,110.391,77.0221
1223,166,75,134,153,0.1,0.929956,112.156,66.8521
1224,66,57,171,138,0.1,0.999806,181.817,71.3487
1225,165,87,127,131,0.1,0.946765,81.936,64.1623
1226,51,50,157,158,0.1,0.999589,209.308,105.946
1227,152,59,127,159,0.1,0.931673,122.567,81.8793
1228,89,54,174,131,0.1,0.99865,159.49,72.5771
1229,169,47,142,135,0.1,0.978532,115.551,86.0952
1230,85,163,159,144,0.1,0.935865,92.4627,59.9412
1231,41,104,164,178,0.1,0.993532,193.375,115.54
1232,48,67,132,153,0.1,0.999958,165.833,74.6609
1233,139,51,120,158,0.1,0.836657,125.849,78.3858
1234,102,170,161,153,0.1,0.966419,75.7426,54.256
1235,157,46,161,147,0.1,0.907656,104.436,66.0498
1236,28,119,171,137,0.1,0.929916,158.895,104.883
1237,21,83,165,132,0.1,0.999998,189.287,89.0992
1238,33,3,158,128,0.1,1,244.105,159.15
1239,104,42,142,120,0.1,0.98717,115.393,68.8857
1240,84,4,146,135,0.1,0.99986,190.09,120.329
1241,150,76,171,148,0.1,0.952078,93.0746,62.7214
1242,4,129,142,172,0.1,0.984343,180.048,131.793
1243,112,86,137,121,0.1,0.964571,59.4725,35.252
1244,125,155,125,168,0.1,0.761709,13.2573,9.03551
1245,154,178,159,149,0.1,0.972545,34.4512,27.7281
1246,28,153,122,142,0.1,0.975865,104.631,81.0344
1247,55,127,132,160,0.1,0.947467,109.235,84.6477
1248,128,60,166,155,0.1,0.96063,131.811,89.4909
1249,114,9,123,122,0.1,0.990942,121.284,99.3133
1250,117,103,123,128,0.1,0.953663,31.4499,21.0415
1251,119,33,136,161,0.1,0.901243,145.318,77.0992
1252,175,1,132,150,0.1,0.971456,190.579,161.577
1253,101,154,127,148,0.1,0.887747,32.6733,21.2956
1254,26,150,126,155,0.1,0.940209,104.282,77.6889
1255,49,103,170,156,0.1,0.98093,172.828,93.5669
1256,49,44,153,126,0.1,0.999966,181.959,94.5048
1257,11,11,142,123,0.1,1,236.769,160.842
1258,145,103,126,172,0.1,0.937723,88.7892,50.1337
1259,136,107,179,125,0.1,0.601617,60.6917,26.0255
1260,3,72,177,155,0.1,1,249.93,135.225
1261,118,115,167,133,0.1,0.89894,67.0571,37.2002
1262,9,96,152,131,0.1,0.999794,175.512,111.842
1263,4,20,180,135,0.1,1,282.522,182.775
1264,35,65,120,123,0.1,0.999996,140.949,81.8107
1265,9,100,126,159,0.1,0.997791,173.77,111.724
1266,38,16,165,176,0.1,1,280.604,150.024
1267,107,140,155,160,0.1,0.848527,67.4479,46.4711
1268,175,129,175,160,0.1,0.659616,31.5005,15.7194
1269,78,4,122,169,0.1,0.996812,206.287,126.401
