node_id,x_coord,y_coord
0,121.4947575,31.4112657
1,121.5791369,31.2442536
2,121.571341,31.2407391
3,121.5705518,31.24195865
4,121.5722079,31.23868787
5,121.5650067,31.2390542
6,121.5736232,31.2432311
7,121.5777824,31.2365581
8,121.5875326,31.23639305
9,121.5661295,31.2289193
10,121.5584805,31.2058992
11,121.5551184,31.20585655
12,121.555124,31.2061031
13,121.5398014,31.2007191
14,121.5641101,31.2075175
15,121.5777053,31.2366063
16,121.5791122,31.23371915
17,121.5758749,31.24006037
18,121.5600759,31.2442212
19,121.5582442,31.242889
20,121.553898,31.2406422
21,121.5477072,31.2378006
22,121.5450131,31.23715643
23,121.535664,31.2332507
24,121.533987,31.2322513
25,121.5259202,31.22910375
26,121.5251102,31.2295486
27,121.531112,31.2260237
28,121.5339704,31.22449552
29,121.5342462,31.22422584
30,121.5390325,31.2273342
31,121.5416352,31.2285946
32,121.559383,31.2363932
33,121.5656229,31.2397195
34,121.565095,31.239536
35,121.5634924,31.2393417
36,121.5622712,31.2398354
37,121.5617217,31.2405078
38,121.5594865,31.2430938
39,121.5437939,31.2553725
40,121.5379065,31.2599312
41,121.5377465,31.2599474
42,121.543751,31.255189
43,121.5605828,31.241656
44,121.5611917,31.2404061
45,121.5630446,31.2389564
46,121.5649434,31.2391492
47,121.5671801,31.2403134
48,121.4942601,31.2094398
49,121.4927874,31.2087342
50,121.4733644,31.19908655
51,121.4733644,31.19908655
52,121.4724964,31.1987394
53,121.4721579,31.199563
54,121.4721579,31.199563
55,121.471474,31.2026054
56,121.4630516,31.2238183
57,121.4629291,31.22550323
58,121.4617243,31.2254793
59,121.4587597,31.2604543
60,121.4740529,31.2782634
61,121.4783216,31.2824483
62,121.4787556,31.2863033
63,121.5046979,31.2877596
64,121.5096422,31.2866477
65,121.5106252,31.2868378
66,121.4718281,31.2728512
67,121.4569895,31.2631298
68,121.4568945,31.263012
69,121.4578529,31.2615181
70,121.4590793,31.2578317
71,121.4578552,31.2474434
72,121.4576061,31.2459796
73,121.4564304,31.2385719
74,121.4554964,31.2377185
75,121.4528425,31.23546185
76,121.4491054,31.2346134
77,121.4474478,31.2340976
78,121.4464124,31.2243016
79,121.4540221,31.225722
80,121.4645475,31.2258717
81,121.4653791,31.2254191
82,121.5120512,31.2292954
83,121.5133835,31.225214
84,121.5222109,31.2279801
85,121.5158283,31.2259472
86,121.5028412,31.2377876
87,121.5086171,31.2360955
88,121.5056573,31.23394407
89,121.5025578,31.2348642
90,121.4997932,31.2346557
91,121.4995548,31.2366941
92,121.4961666,31.24014425
93,121.4970644,31.23611457
94,121.5001178,31.2387609
95,121.5019475,31.2379687
96,121.5229087,31.2007569
97,121.5249718,31.2018982
98,121.5249212,31.20329
99,121.5263693,31.2069386
100,121.531809,31.2205711
101,121.4433644,31.2123289
102,121.4409662,31.2227029
103,121.5353813,31.2250621
104,121.4564288,31.2624958
105,121.4600074,31.2638516
106,121.4129043,31.2102778
107,121.4269029,31.21981375
108,121.4283744,31.21618325
109,121.4504671,31.2292015
110,121.4073335,31.2089889
111,121.4081646,31.2122918
112,121.4062055,31.2283975
113,121.4935127,31.2233695
114,121.4924571,31.2237476
115,121.4903636,31.2241111
116,121.4774505,31.220563
117,121.541572,31.2287485
118,121.5410281,31.2285499
119,121.5325635,31.222633
120,121.532227,31.2220647
121,121.5314661,31.2202193
122,121.5248551,31.2036496
123,121.5238832,31.2024739
124,121.5233173,31.2019552
125,121.5216692,31.2018764
126,121.5213742,31.2018551
127,121.4926485,31.20892565
128,121.3799209,31.1938875
129,121.3810163,31.1945495
130,121.4009744,31.2035225
131,121.3796416,31.1942911
132,121.3858268,31.1978161
133,121.4005532,31.2035063
134,121.3843667,31.1880208
135,121.3806608,31.18616188
136,121.4731429,31.1996956
137,121.4727979,31.1999428
138,121.467291,31.2131229
139,121.4636917,31.2273566
140,121.4627,31.2298394
141,121.4627031,31.22943308
142,121.4627396,31.2303968
143,121.4575703,31.2328863
144,121.4520324,31.230151
